Cities,Adilabad,Adoni,Alwal,Anakapalle,Anantapur,Bapatla,Belampalli,Bhimavaram,Bhongir,Bobbili,Bodhan,Chilakalurupet,Chirala,Chittur,Cuddapah,Dharmavaram,Dhone,Eluru,Gaddiannaram,Gadwal,Gajuwaka,Gudivada,Gudur,Guntakal,Guntur,Hindupur,Hyderabad,Jagtial,Kadiri,Kagaznagar,Kakinada,Kallur,Kamareddi,Kapra,Karimnagar,Karnul,Khammam,Kondukur,Koratla,Kottagudem,Kukatpalle,Machilipatnam,Mahbubnagar,Malkajgiri,Mancheral,Mandamarri,Mangalagiri,Markapur,Miryalaguda,Nalgonda,Nandyal,Narasapur,Narasaraopet,Nellur,Nirmal,Nizamabad,Nuzvid,Ongole,Palakollu,Palwancha,Patancheru,Piduguralla,Ponnur,Proddatur,Qutubullapur,Rajamahendri,Rajampet,Rajendranagar,Ramagundam,Rayachoti,Rayadrug,Samalkot,Sangareddi,Sattenapalle,Serilungampalle,Siddipet,Sirsilla,Srikakulam,Srikalahasti,Suriapet,Tadepalle,Tadepallegudem,Tadpatri,Tanuku,Tenali,Tirupati,Tuni,Vijayawada,Vinukonda,Visakhapatnam,Vizianagaram,Vuyyuru,Wanparti,Warangal
Mangalagiri,419.4574501,362.0222767,245.1155025,294.3505442,372.4468148,59.73066421,312.6854609,104.1734511,215.337477,380.7474309,376.4857756,57.04699366,70.4087187,391.0438866,287.6131312,379.2733534,308.2780877,66.39102889,240.0136181,295.524208,314.6953521,46.94023916,266.1706506,369.0366607,19.31542912,440.0233191,245.7497205,315.4335553,364.5456454,342.2199168,188.0968311,309.6561552,314.2541871,244.3344433,270.1983117,278.7083019,100.1118278,152.488055,328.8123923,124.8676968,256.8240489,67.87318775,277.0416315,243.2165205,295.7978258,304.1863407,0,157.9581476,115.8331077,154.6858205,246.2541446,121.6197097,59.79545485,228.8440788,378.9978751,360.7237136,48.84339951,117.924814,127.2371932,129.6562841,272.1031788,70.54352847,41.15503829,287.3134695,248.1550084,146.0424744,292.2765002,249.5843746,287.6661278,329.2314459,440.1834119,185.8164792,295.0908632,40.78686562,263.9486796,260.5284694,286.3871798,410.4897192,312.0716419,127.4983363,6.164525633,110.7008457,322.6735847,125.2922218,24.23148301,336.0779798,234.7346112,11.61575709,96.7668612,324.7304381,354.8132214,31.90800349,265.7993401,203.3106739
Markapur,446.4836935,214.4688862,212.0869225,452.2830948,214.5376188,128.9139494,371.0651893,257.1200926,203.6140315,537.3056299,358.2412003,102.733708,115.1793054,279.8589876,147.9143265,222.8523628,153.9152311,224.327013,198.5885488,167.7456035,472.5103139,200.0697308,185.7616146,213.708536,139.7916631,286.5930772,204.3974923,343.729027,215.774246,402.0993605,344.275138,161.7437871,304.588679,201.3726486,302.9650728,134.2587212,192.856756,88.19766366,348.807177,249.8726565,216.6150888,205.3867056,178.5904889,215.3787731,350.8386129,360.9485788,157.9581476,0,130.5267709,147.9510702,89.76302073,270.7439403,99.10643074,160.0181647,389.767196,351.2593397,204.3174646,86.36198139,278.1684806,255.9615598,227.3133242,106.5320443,142.0532497,136.0513918,207.872432,303.8648147,172.810979,197.778784,341.9525324,195.3573709,282.8986028,342.9832927,247.0005984,121.6866486,219.4137405,268.8351449,301.1583397,568.4326644,223.7310961,162.0574809,163.8815334,268.1400856,164.845175,281.2598987,157.0918303,234.0010426,392.4639652,168.9075521,61.60367813,482.5228997,512.6773776,182.2963303,147.6369884,255.6062197
Miryalaguda,331.2909734,280.7485367,129.9616473,375.534062,321.1948585,143.6150248,243.7403328,211.8152065,102.9693491,444.7886258,267.7387863,106.2791549,141.6178666,409.1146185,278.0176304,337.5578113,242.1023689,164.8334566,124.2146703,201.6986126,397.452558,159.714734,303.9256537,301.0778162,111.71749,405.6826699,129.9941363,225.7606414,341.1740777,274.9023731,284.3094645,232.7238084,206.743782,128.5237645,181.824819,200.990112,74.7680578,187.0930687,234.8258569,137.1648266,141.2479843,183.7051183,169.9185718,128.6958328,223.9325229,233.8222522,115.8331077,130.5267709,0,39.17089795,192.6613794,231.730461,86.14840875,271.6358226,281.5810004,254.5046997,136.6465443,160.7794864,235.4983584,143.1719758,156.427002,55.84059934,138.0908188,261.8683748,132.4697913,236.7969225,302.2629276,133.8772623,215.0492289,325.7508682,376.5150616,278.4773704,179.4362677,83.42257726,148.2157549,158.1788835,188.2857455,485.866512,346.2057155,31.59515612,118.0107524,207.6651855,275.1997761,226.1241282,134.7941168,360.7933192,321.2581109,119.4550929,93.20755568,407.4938498,429.4188674,147.325868,169.2705856,126.8064499
Nalgonda,301.4361304,264.4967327,90.79080907,403.1458476,317.5261768,181.7049673,223.7851776,248.2740998,65.16623579,466.493315,230.2515859,143.5520439,178.7021231,427.467737,290.9867576,337.2815281,234.5050655,200.4968163,85.4126341,180.9170767,425.2887385,197.7416241,329.5872298,290.7066867,150.8833728,406.7973726,91.08742479,197.05202,347.5980942,254.667032,317.1565414,220.235452,170.1197073,89.75958156,155.2215187,189.5638475,96.92230642,216.1241373,203.933353,156.7425302,102.167,222.5119948,140.7983514,89.62647611,203.4338686,213.6069593,154.6858205,147.9510702,39.17089795,0,193.4718884,268.587007,123.4019583,299.289998,248.5121749,218.0554463,172.0415344,192.9319612,271.8703323,162.2987802,117.4182553,93.8490112,177.0154321,270.0643008,93.46920783,269.092529,320.4869261,95.92877142,194.5814955,339.2314301,366.4352045,310.4967814,140.4110158,122.4463742,109.2697221,124.9934771,156.4869432,510.6825327,370.0773658,39.55912099,156.6127282,241.947829,274.4804713,260.8954491,173.9542194,381.8573259,351.0514177,157.7685742,123.8952236,435.2339287,454.502778,185.9577543,148.1920398,110.9849627
Nandyal,466.083137,129.5232178,223.6635128,540.3658527,129.8326884,218.1487829,411.3196348,346.7294862,229.7903516,622.6841502,358.3216,192.1844755,204.0216909,261.1797446,117.8047402,144.9532431,64.79414939,312.5766564,208.043559,109.8564164,560.8880738,289.4591993,208.8068443,123.9611788,228.6462393,213.7080516,212.4489815,370.9956236,156.2218234,441.1841189,433.5612145,79.25382087,315.0842372,209.1120865,336.4219344,61.26177715,264.7340111,156.2929012,371.2722833,325.6662589,222.5848935,295.0896136,148.9494847,229.4334764,390.8987224,401.1088834,246.2541446,89.76302073,192.6613794,193.4718884,0,360.5057407,186.5938616,197.745009,404.0001373,357.1152009,291.0500276,168.2869655,367.9062969,331.8105402,228.0112036,187.5638669,231.7953833,84.86821415,215.7885127,392.2741046,163.5103385,200.4438839,382.3285897,162.7820234,193.9469953,431.9151539,241.8214488,208.0893661,221.9247203,293.9320038,325.5771901,655.9996852,232.9536368,221.134102,252.0157828,356.8800268,82.56215603,370.5254348,246.7041075,229.8384297,480.9795488,256.837509,149.5347695,570.9366621,599.9593391,271.7287502,107.2565473,303.7953428
Narasapur,491.3301076,481.2049898,355.8733998,195.2676721,481.4443915,144.4707084,372.9262856,21.27044225,322.7254023,294.9257557,473.8229763,168.9748599,159.3987517,455.1958393,379.4566542,483.7027728,424.3174826,69.69751617,353.231052,416.986884,212.3850765,74.68399073,324.4435732,484.4279886,135.3597246,538.6783456,358.5619535,394.6941724,459.7894948,398.163652,80.79332675,428.463762,411.9419877,357.6192373,351.916824,398.1344297,187.4669213,235.3838044,411.4089371,167.1986345,368.6229481,66.40679283,397.843818,352.7017782,360.4306429,366.5882662,121.6197097,270.7439403,231.730461,268.587007,360.5057407,0,178.7116206,288.0844671,462.6638387,455.2313964,97.75097572,205.6609097,9.437308398,167.719993,384.1229757,192.0319042,128.8589456,387.9227526,360.5471874,64.12169121,370.6847754,364.4971059,353.8434086,414.0804705,552.8757455,84.95439524,406.7213382,162.264692,376.3821198,355.4602284,375.6298091,311.2516374,368.2969717,234.7681069,117.3827937,45.40638324,431.6574118,33.38597083,114.4792827,398.6023773,134.9243437,114.3888123,212.9318931,221.8240872,259.0366752,91.12943197,387.4138218,284.3069588
Narasaraopet,414.6363822,302.8911369,212.4459684,353.7989833,313.5530804,58.8176447,319.0380765,162.6890007,188.4509971,438.2450086,353.5217048,20.17010928,55.47711592,350.7999677,236.0644812,321.6307123,248.4860011,125.9971506,204.2421564,239.2206941,374.294777,104.8545406,233.4593903,309.241339,43.41294967,384.0172485,210.3191041,308.9412869,310.3686934,349.8745861,247.80177,250.3407043,292.813672,208.2992815,264.1205624,219.6582614,112.9514298,114.3049514,319.2968049,160.1075438,222.3382934,117.6171115,226.6368748,212.2394847,300.2369294,309.6109112,59.79545485,99.10643074,86.14840875,123.4019583,186.5938616,178.7116206,0,198.0936629,366.9967758,340.6191886,105.2111371,82.31702971,185.1210111,165.8959765,236.8053575,30.59223305,58.68535201,231.7692561,213.2056982,205.6998322,247.428451,210.9962886,291.5428144,280.2103756,380.5408352,245.611505,259.6090685,23.23940478,228.3756033,243.9760446,273.4579473,469.6440041,278.2577356,110.6688029,65.45746685,170.4923709,263.9275278,184.8921184,65.14286168,298.0992615,294.4102761,70.24367635,37.50558472,384.3448672,413.7626973,87.67313953,210.8054659,202.8575215
Nellur,600.7237184,317.8785104,371.538808,482.9359761,258.6583384,169.6432512,514.31001,285.7243068,360.1072865,582.7591895,518.0184402,183.4364173,158.553899,167.4979738,126.030215,244.5548079,249.6693135,279.0091334,358.3756874,305.670114,499.0082088,245.8870079,37.63833485,291.8515788,211.6053743,278.5974074,364.2421405,496.0163123,199.7857868,545.401695,368.6083368,273.9591539,463.2261668,361.2547956,452.9702806,258.9438862,310.8637308,84.86905444,503.1981504,351.9566048,376.5162561,229.1547468,331.9888562,374.4461316,494.8668016,504.5781462,228.8440788,160.0181647,271.6358226,299.289998,197.745009,288.0844671,198.0936629,0,546.6024326,510.367526,274.3638064,115.9232852,297.4777187,357.1862367,387.3314877,224.8478519,189.5858887,156.8279765,367.7038315,344.4170681,92.68592663,357.7943301,486.0290176,140.2227375,335.8447358,372.9427645,406.8950495,216.8486604,379.4237152,423.8337884,455.6672074,597.779778,83.51423929,301.6781641,234.3073108,310.0188878,218.840583,313.7419373,210.6272024,110.9323607,422.9555405,239.4908303,178.5692306,508.071787,546.8037985,232.0266294,295.0849862,397.1689275
Nirmal,65.08845928,404.4620482,181.3057956,515.8656247,498.240087,421.9408446,120.0141452,441.6604107,186.5588326,531.9516978,71.16490419,386.8452141,422.0315735,661.1235933,518.4239605,527.2016313,414.5656996,395.6870983,196.5864509,326.6946944,536.647746,409.4172252,575.1499563,450.4471275,383.0360236,595.6718377,191.8074321,68.82723154,556.5174377,121.1730274,476.3943653,386.4509537,88.98386658,195.1359937,110.9069324,367.5171203,281.8521845,464.3815821,51.26633738,297.5900562,181.4152986,440.03833,267.6066327,176.4595951,118.7266239,118.9342131,378.9978751,389.767196,281.5810004,248.5121749,404.0001373,462.6638387,366.9967758,546.6024326,0,55.5639459,371.0954814,441.2530621,461.767657,298.4654185,177.0570327,336.4048863,412.2845932,488.7622532,188.4051741,432.2705384,556.3750562,203.5944642,121.0648108,565.5437373,516.2334821,465.2520763,168.1650431,359.3074185,182.4291522,123.6467459,93.59914991,591.7437891,613.3251496,256.9708941,378.1469666,421.8028071,469.7540987,440.9038686,402.5091428,621.0311005,485.3915925,376.7135761,372.3365294,544.732012,543.7799535,404.5834575,307.3165646,179.062108
Nizamabad,120.0528454,350.2629716,139.2518203,529.3602667,446.0153342,397.8237815,152.2825965,433.9744549,153.128044,555.5970473,23.28936226,360.7698886,396.0960961,616.6509403,473.2537234,475.6590979,363.362921,386.3215291,153.3967773,274.3656074,550.8471865,395.7760105,536.9633726,396.9754581,362.0811101,543.5090299,147.9375395,86.35748125,507.2484175,162.635548,478.29688,334.4203039,47.94600683,151.1525621,111.5772445,317.092195,268.967131,430.3324764,67.13362568,295.997286,136.3613863,425.156282,216.1601165,135.945384,143.8955488,147.7959925,360.7237136,351.2593397,254.5046997,218.0554463,357.1152009,455.2313964,340.6191886,510.367526,55.5639459,0,359.9142468,409.9741549,455.4697394,297.9889445,129.1707378,310.327916,390.4583927,441.9643636,144.4379818,432.0935139,513.3786664,157.6239837,142.8243995,519.6420746,461.6748659,467.9779335,116.8104523,336.1118511,135.6731648,100.5977009,81.09351304,613.2611516,573.2905782,234.1780851,360.7491388,417.1845273,419.4715905,436.7512756,383.2101277,578.8704264,493.3824942,360.0875499,340.9572542,559.4859197,562.8142261,388.692884,256.9606139,173.114438
Nuzvid,405.0998703,402.1846931,258.2570498,249.8252551,418.7089484,104.9257985,291.5960929,76.84291436,224.9747802,333.1031824,377.8057094,105.5429711,117.392349,438.3333198,336.4374738,426.6706427,351.5905269,28.48555088,256.0075401,330.9705,270.784072,41.05893322,311.9250731,412.4718446,68.14741705,488.2097073,261.2383145,304.4566411,413.149583,319.4782413,149.3040713,350.5507089,315.641795,260.397089,260.2898788,319.0524138,90.97340762,200.5225377,319.9460996,89.58359787,271.1076685,72.54941532,305.6987942,254.9928601,276.6465525,284.0348549,48.84339951,204.3174646,136.6465443,172.0415344,291.0500276,97.75097572,105.2111371,274.3638064,371.0954814,359.9142468,0,166.061037,100.1747456,92.98010121,286.610425,106.6053661,84.81773826,335.5713167,263.1412967,103.5409294,340.6752965,267.6970288,269.19432,378.0232311,484.8229435,144.9175873,309.1267707,82.9913464,278.9475243,259.5650476,281.5141006,364.9826271,357.8562333,137.1775991,42.70136011,71.48182957,369.1244574,89.52391278,63.73860203,382.9419009,191.5601923,37.22901516,142.7148293,280.8773948,308.9093227,45.60423162,299.8550459,192.0629628
Ongole,492.0656813,297.1572011,274.6250326,397.7514132,278.7578564,64.04890052,400.4183003,196.6566173,257.0006079,491.1523417,420.4259519,67.76835128,49.62321773,273.4818293,174.9912435,278.6719641,232.8043519,176.7622124,263.522653,254.0559803,416.317379,145.7814175,151.8485037,289.6685141,99.28621828,333.1305566,269.6484172,386.5324484,254.6868899,431.3830406,284.7288583,245.1790723,362.0901525,267.0494796,342.409706,219.4294325,194.9445007,34.57526365,395.401815,237.6124767,282.1062333,139.6193553,260.6661797,276.0960043,381.3226203,390.8529414,117.924814,86.36198139,160.7794864,192.9319612,168.2869655,205.6609097,82.31702971,115.9232852,441.2530621,409.9741549,166.061037,0,214.2570503,243.0478333,294.9765267,110.1788621,83.66303855,182.4259502,272.9207662,251.2026666,174.6684322,266.4851607,372.5548678,213.4477264,352.8948621,286.0489153,316.6007881,101.0676774,286.6210502,317.6097643,348.4979017,514.6228622,197.1711402,189.1815226,123.8571332,214.9872333,229.614864,223.6936359,104.3827805,219.1130362,336.8646418,129.2948198,69.09221453,426.0267059,460.5743474,129.1724925,232.831503,283.6382721
Palakollu,489.2832028,487.8903859,358.3980211,185.9954879,489.4460726,152.6209797,370.2695087,23.6947492,324.8751202,285.4960727,474.3423982,176.0487271,167.5910715,464.612523,388.2978547,492.0312245,431.5407846,71.74886377,356.1500332,422.761385,203.2615506,80.48862184,333.8606753,491.7729939,141.709906,547.351237,361.402075,393.5761615,468.5668318,395.0717176,71.54937409,435.2144951,412.6392975,360.5397034,351.1897603,404.7308928,188.660995,244.2563727,410.5480456,165.2747483,371.2778209,74.73900639,402.535058,355.0478398,358.1819482,364.1314677,127.2371932,278.1684806,235.4983584,271.8703323,367.9062969,9.437308398,185.1210111,297.4777187,461.767657,455.4697394,100.1747456,214.2570503,0,165.4567129,386.78041,197.3507771,136.550324,396.3922247,363.3146461,55.77782863,379.8858215,367.6889489,351.7512991,423.1665476,560.5716457,75.5274123,409.2732977,168.004676,379.1222081,356.0276434,375.5353485,302.0988338,377.7309743,237.3437589,122.727268,41.40183208,439.626084,26.36990871,121.447798,408.0171418,125.5756466,119.4347707,219.8390438,212.7421277,249.7346567,97.45045396,392.9298917,283.8836824
Palwancha,323.8300611,423.4652826,227.2236247,246.1146552,461.5281237,189.304266,205.3251564,147.6755727,191.0906079,304.1961929,318.5925112,175.7875529,198.8955051,515.7890902,400.4784773,475.2984909,384.6370195,108.0247431,230.7100376,342.2654726,268.3929731,133.4397662,394.1219768,444.0570182,145.7407411,541.4650043,234.4363209,229.7674825,471.701028,231.2653439,180.3307166,375.8902855,259.2147339,234.7955591,189.2509484,344.1615539,68.40492033,277.1806464,247.5866034,6.146932967,241.0551638,164.2972646,302.4556888,221.6878612,192.7521598,198.8742345,129.6562841,255.9615598,143.1719758,162.2987802,331.8105402,167.719993,165.8959765,357.1862367,298.4654185,297.9889445,92.98010121,243.0478333,165.4567129,0,255.6823141,149.6664276,170.6604649,392.0124395,235.1813369,134.372154,413.2722275,245.4330775,186.2972105,445.6001404,519.3259037,170.2190419,275.6555465,143.6811719,249.5927484,202.8952661,216.909049,349.5029999,439.8213267,123.1536714,124.8675729,124.4689484,414.0100763,143.0342296,151.306254,462.0551578,200.3384545,120.2458159,198.8145689,278.054674,293.7126251,138.0026762,309.5167141,125.1004464
Patancheru,240.7094182,236.2210391,28.83345213,501.7646048,323.0564461,295.6157587,213.448958,363.414572,64.71050803,551.5941773,132.2803446,256.500673,290.5945078,487.5902967,344.127424,351.0681655,238.3525049,315.039387,32.57777394,153.0072968,524.0374339,314.6965913,411.7731741,278.4778523,267.8352211,420.1524156,26.56221386,156.6197498,379.4762882,238.3963926,426.4609771,211.4872734,88.27849099,28.51788699,136.9270519,190.811845,201.9687765,310.8768092,151.161613,251.3719927,15.50279171,339.9166639,93.12124556,34.01151428,195.1731351,204.2599416,272.1031788,227.3133242,156.427002,117.4182553,228.0112036,384.1229757,236.8053575,387.3314877,177.0570327,129.1707378,286.610425,294.9765267,386.78041,255.6823141,0,209.0426804,292.9639774,312.8769041,23.95732335,378.1397642,384.8580354,29.57768677,188.4319709,390.4730953,348.5139518,418.5143337,23.01321112,238.9302856,8.452218214,88.34678659,112.3780518,601.9563357,446.4216217,149.4373989,273.9694799,354.2840185,292.8450932,373.7132141,291.1226279,450.6561963,454.6110289,274.9878035,227.895662,533.6560445,547.1471915,303.3107918,130.7695163,148.6754542
Piduguralla,384.2751522,295.5794185,183.8495045,356.0055338,316.9278819,87.90133992,290.2397209,173.9987743,158.5963371,435.295612,323.5307158,50.56750329,85.90021304,372.6675195,251.2741635,328.0564365,246.109889,131.7121271,176.4822637,225.8480387,377.1591461,117.4227001,259.2454197,306.9261172,60.64504987,392.9010984,182.4832427,278.5710369,322.103785,321.2073044,254.9250592,244.0122349,262.5825206,180.6433228,233.8559435,212.464107,89.6859035,140.1536742,288.7643385,143.614211,194.2759186,136.2310148,206.682221,183.2421652,271.1770436,280.6835249,70.54352847,106.5320443,55.84059934,93.8490112,187.5638669,192.0319042,30.59223305,224.8478519,336.4048863,310.327916,106.6053661,110.1788621,197.3507771,149.6664276,209.0426804,0,83.93880823,242.4950782,185.2380327,210.0729714,267.5434861,184.2454688,262.4239567,297.1210539,380.2238249,251.2398504,231.9833895,31.16827896,200.6640747,213.4077599,242.8696657,470.3466604,303.3062347,80.26587807,74.66222866,176.7303192,268.1179362,193.1368351,84.37868429,321.3434432,298.1429787,77.98101518,50.43937083,387.2596085,414.0233585,102.0918026,195.6261317,173.5432491
Ponnur,455.4056973,354.3542192,267.524222,316.0864779,353.0793544,20.23201187,351.3950502,116.5041698,240.8598112,407.8460637,404.8699536,42.88017762,34.04209356,353.7972513,257.9429602,356.6760132,295.8766059,93.12109991,260.4111846,295.413588,335.2858385,62.46031695,227.1246457,355.7542045,29.61315087,414.2643623,266.4023957,350.5128327,336.8479307,381.2936205,204.6855115,301.4629424,343.1755545,264.5787808,305.2022028,271.8894463,138.331483,117.4127915,362.8724185,165.9511836,278.1483002,63.39470218,285.1952995,266.6370948,334.0008368,342.6551717,41.15503829,142.0532497,138.0908188,177.0154321,231.7953833,128.8589456,58.68535201,189.5858887,412.2845932,390.4583927,84.81773826,83.66303855,136.550324,170.6604649,292.9639774,83.93880823,0,262.0532061,269.1353386,168.4193711,257.814659,268.0872533,325.6985573,297.1090661,424.0405729,204.8287691,315.9144149,54.71927496,284.592484,291.4162974,318.9413773,432.9793438,273.059365,156.425931,45.80378219,132.0885837,303.2196805,142.3293647,21.21340599,298.2329609,255.3660576,50.60825518,86.60845795,345.1357021,378.345077,45.52793679,268.0214775,239.6330315
Proddatur,550.5917721,169.1376421,308.1084907,578.1286755,103.3321859,244.2322813,491.8997569,377.9586264,312.3276481,667.9307062,442.9203202,230.2673868,229.2198598,178.1392941,39.45160213,96.77726147,105.2065159,352.293074,292.5520349,185.2032549,597.3022682,324.1496609,153.198675,136.3262969,268.164742,152.7220134,297.0778674,454.3252417,79.80377973,522.2145703,466.2592043,135.6869988,399.8839928,293.7420575,418.3667096,134.4736373,328.3758486,155.9672844,455.2899225,385.9240482,307.3585725,321.6552767,231.7498977,313.6972372,471.4410489,481.6705197,287.3134695,136.0513918,261.8683748,270.0643008,84.86821415,387.9227526,231.7692561,156.8279765,488.7622532,441.9643636,335.5713167,182.4259502,396.3922247,392.0124395,312.8769041,242.4950782,262.0532061,0,300.4422114,430.1363975,90.56489366,285.2616476,462.7362669,78.64578222,180.7675326,466.8346291,326.4494746,254.9632209,306.7839969,377.2274417,409.1531372,695.0056674,164.3525684,292.4890185,293.4547842,393.8196879,62.43833918,404.3185986,280.8509001,153.5290253,517.418256,298.7967575,195.2361998,607.1263858,640.1748476,306.6186273,189.5293655,381.028202
Qutubullapur,250.3470715,237.0351178,10.76037952,481.2493127,317.8883209,272.0233273,210.904024,339.8997411,44.63652983,533.6092948,150.3695021,232.9781119,267.2424628,473.126686,330.1359877,344.5264439,232.2634103,291.5965313,9.422788975,151.3400095,503.5301735,290.8533602,393.1896736,276.4446064,243.9026887,414.2259957,3.501607212,159.3257281,369.6625527,237.6939459,403.982952,207.4294779,99.80626272,6.757665466,133.2279693,184.0418017,179.493072,289.9145629,156.8517236,230.6561747,9.22330318,315.9758183,92.7601341,18.44515617,191.676917,201.2606235,248.1550084,207.872432,132.4697913,93.46920783,215.7885127,360.5471874,213.2056982,367.7038315,188.4051741,144.4379818,263.1412967,272.9207662,363.3146461,235.1813369,23.95732335,185.2380327,269.1353386,300.4422114,0,355.6511001,369.1758109,17.73766113,184.2658119,377.149588,348.4937261,396.2478465,46.96752229,215.0322084,15.86205569,85.18684008,113.7353446,582.9163719,428.9473304,126.0422629,250.0422959,331.2287067,284.7598156,350.5947739,267.1747974,434.507158,433.158036,251.0903201,205.3020566,513.2202659,527.7767019,279.3853918,125.3532769,134.1389596
Rajamahendri,453.8304207,505.6154904,349.3169663,148.5117698,518.1641386,187.26493,332.6413555,59.1573415,314.0457061,240.2550257,452.379664,201.6724295,202.0595704,511.9070754,426.1117111,523.8522447,453.9171911,79.70271761,349.5213028,434.2275406,168.6608507,106.0351896,381.5036091,514.754536,164.1039241,582.5726028,354.212303,363.4587587,505.2581588,355.2068096,48.33185326,453.8202878,392.1926074,353.8580956,323.5891818,422.4155624,176.1866106,283.6159365,381.6254399,136.1039103,362.8167731,115.4267375,406.7142428,344.9305046,322.6526948,327.524556,146.0424744,303.8648147,236.7969225,269.092529,392.2741046,64.12169121,205.6998322,344.4170681,432.2705384,432.0935139,103.5409294,251.2026666,55.77782863,134.372154,378.1397642,210.0729714,168.4193711,430.1363975,355.6511001,0,422.5546856,362.5970572,317.06517,463.9374501,586.2148382,41.71323615,399.7325572,184.8612741,371.082579,335.492926,351.0769383,265.1030165,426.2682962,231.1685574,140.2584273,36.33746438,468.3196497,31.86232039,149.2938892,455.3486102,88.71062999,135.4798331,242.8091877,178.6900776,210.0384532,123.518498,402.8655328,258.9920005
Rajampet,615.5392835,259.3833837,375.3838287,565.8271324,179.7501923,237.7529982,543.8712411,365.4456926,372.8008405,662.7233769,516.9560109,238.5494213,223.9698189,107.0482422,51.17302832,159.6116772,195.6202191,350.8129501,360.4870921,271.3200835,583.024856,318.9506231,72.33507044,223.3425365,273.3192587,186.4984659,365.6925482,514.6289693,109.1377174,574.8939853,451.4341812,225.4917042,468.7385251,362.4261722,474.9705711,220.6414717,357.2292715,140.4283103,518.3314616,407.51708,377.0430244,307.7319927,312.0151162,379.9447062,523.6315247,533.7492503,292.2765002,172.810979,302.2629276,320.4869261,163.5103385,370.6847754,247.428451,92.68592663,556.3750562,513.3786664,340.6752965,174.6684322,379.8858215,413.2722275,384.8580354,267.5434861,257.814659,90.56489366,369.1758109,422.5546856,0,355.8587151,514.7482343,47.55761588,254.4069082,454.4841862,401.0596543,269.6587171,377.9011368,438.5521683,470.9599765,681.9163125,73.85924392,333.8486015,298.2878512,386.8581778,149.8690573,393.2960076,278.8067395,66.43811937,505.1649075,303.750839,217.1231586,592.3839968,629.4411471,303.03141,270.6783719,428.2566422
Rajendranagar,266.2491467,219.3422447,28.26836094,491.0703675,300.5136715,269.6585945,228.6322564,344.1250435,57.95880231,545.8856584,161.6554267,230.3907334,263.9588305,459.0688415,315.768237,327.4141318,215.0032493,296.1792641,15.84832287,133.6028413,513.3428839,293.4655475,382.202791,258.7388724,243.9884605,397.0114152,15.52446647,176.7307056,353.4573381,255.4202034,410.8843194,189.8546873,114.6450131,13.05768625,150.9456457,166.8693533,186.9910186,281.6987916,173.7227584,240.6618372,22.34703108,317.438481,75.1278622,35.87311757,209.3762435,218.97749,249.5843746,197.778784,133.8772623,95.92877142,200.4438839,364.4971059,210.9962886,357.7943301,203.5944642,157.6239837,267.6970288,266.4851607,367.6889489,245.4330775,29.57768677,184.2454688,268.0872533,285.2616476,17.73766113,362.5970572,355.8587151,0,201.9305919,362.4404242,330.7588733,403.5674555,50.12114862,214.735291,22.0724954,102.9208094,131.2289614,594.2389297,416.977351,131.6043571,251.8815427,336.9149038,267.9872196,356.0788628,267.5284916,421.525352,441.7769238,253.3036299,200.0563515,523.1112011,538.8131116,281.1822202,107.8535582,149.4082043
Ramagundam,137.5328754,421.2643253,173.6646692,394.8029107,497.1925114,339.199303,29.22437806,333.4925462,154.5943873,413.8229948,166.1137078,309.6239534,342.8260835,621.7883977,485.3265753,521.2737357,411.3262493,290.5895895,187.946898,335.1740273,415.5909621,309.6816646,518.887709,459.4165632,296.190045,591.4320776,186.4560616,56.85962338,538.4238453,60.14684902,359.3087428,389.2347371,127.68676,189.2564972,51.50972931,363.1299964,187.6308255,401.1961681,76.89338047,186.646767,182.5234803,341.1961815,277.0256362,166.1054673,8.898386658,19.02586047,287.6661278,341.9525324,215.0492289,194.5814955,382.3285897,353.8434086,291.5428144,486.0290176,121.0648108,142.8243995,269.19432,372.5548678,351.7512991,186.2972105,188.4319709,262.4239567,325.6985573,462.7362669,184.2658119,317.06517,514.7482343,201.9305919,0,533.5902377,532.3964606,347.7307174,194.6466478,277.9429779,188.6038866,100.1628271,80.81801821,472.5274617,561.2329564,184.4083737,285.3914923,310.7256009,459.3790462,329.0559696,311.8963399,575.0740936,365.3117541,282.7608688,307.5340734,423.7026783,423.5473285,308.3623632,307.3473203,88.93623181
Rayachoti,626.6612275,236.357181,384.4004769,608.7622517,144.3908432,277.407124,562.8145485,407.7568577,386.2181635,704.1626153,521.1032788,273.7219363,263.0672076,99.771989,48.2641873,119.4410293,178.8274112,390.181768,368.9932516,263.0582414,626.4254634,359.1138408,118.11257,194.5720419,309.9988124,139.2679533,373.7392165,528.6172072,64.12703177,593.5190873,494.6233393,210.6528305,476.8684224,370.4125781,491.0896113,212.5711554,386.2219419,180.334574,530.5759508,439.687299,384.3569641,350.0162939,310.3908366,389.680715,542.4002792,552.6070457,329.2314459,195.3573709,325.7508682,339.2314301,162.7820234,414.0804705,280.2103756,140.2227375,565.5437373,519.6420746,378.0232311,213.4477264,423.1665476,445.6001404,390.4730953,297.1210539,297.1090661,78.64578222,377.149588,463.9374501,47.55761588,362.4404242,533.5902377,0,215.0792299,497.1318803,404.602819,303.1098103,384.1572852,451.6955014,483.89218,725.2275386,107.5240539,357.1837486,335.3455803,427.9169324,125.1975439,435.3920325,317.719745,85.22496503,547.9432687,340.8251637,247.0318909,635.900717,672.1470588,342.6192287,268.1746454,449.3141733
